Type,Scope,Prefix,Tag,Subtag,Suppress-Script,Description,Macrolanguage,Added,Deprecated,Preferred-Value,Comments
language,,,,dcr,,Negerhollands,,7/29/2009,,,
language,,,,dda,,Dadi Dadi,,8/12/2012,,,
language,,,,ddd,,Dongotono,,7/29/2009,,,
language,,,,dde,,Doondo,,7/29/2009,,,
language,,,,ddg,,Fataluku,,7/29/2009,,,
language,,,,ddi,,West Goodenough,,7/29/2009,,,
language,,,,ddj,,Jaru,,7/29/2009,,,
language,,,,ddn,,Dendi (Benin),,7/29/2009,,,
language,,,,ddo,,Dido,,7/29/2009,,,
language,,,,ddr,,Dhudhuroa,,8/12/2012,,,
language,,,,dds,,Donno So Dogon,,7/29/2009,,,
language,,,,ddw,,Dawera-Daweloor,,7/29/2009,,,
language,,,,dec,,Dagik,,7/29/2009,,,
language,,,,ded,,Dedua,,7/29/2009,,,
language,,,,dee,,Dewoin,,7/29/2009,,,
language,,,,def,,Dezfuli,,7/29/2009,,,
language,,,,deg,,Degema,,7/29/2009,,,
language,,,,deh,,Dehwari,,7/29/2009,,,
language,,,,dei,,Demisa,,7/29/2009,,,
language,,,,dek,,Dek,,7/29/2009,,,
language,macrolanguage,,,del,,Delaware,,10/16/2005,,,
language,,,,dem,,Dem,,7/29/2009,,,
language,macrolanguage,,,den,,Slave (Athapascan),,10/16/2005,,,
language,,,,dep,,Pidgin Delaware,,7/29/2009,,,
language,,,,deq,,Dendi (Central African Republic),,7/29/2009,,,
language,,,,der,,Deori,,7/29/2009,,,
language,,,,des,,Desano,,7/29/2009,,,
language,,,,dev,,Domung,,7/29/2009,,,
language,,,,dez,,Dengese,,7/29/2009,,,
language,,,,dga,,Southern Dagaare,,7/29/2009,,,
language,,,,dgb,,Bunoge Dogon,,7/29/2009,,,
language,,,,dgc,,Casiguran Dumagat Agta,,7/29/2009,,,
language,,,,dgd,,Dagaari Dioula,,7/29/2009,,,
language,,,,dge,,Degenan,,7/29/2009,,,
language,,,,dgg,,Doga,,7/29/2009,,,
language,,,,dgh,,Dghwede,,7/29/2009,,,
language,,,,dgi,,Northern Dagara,,7/29/2009,,,
language,,,,dgk,,Dagba,,7/29/2009,,,
language,,,,dgl,,"Andaandi, Dongolawi",,8/12/2012,,,
language,,,,dgn,,Dagoman,,7/29/2009,,,
language,,,,dgo,,Dogri (individual language),doi,7/29/2009,,,
language,,,,dgr,,Dogrib,,10/16/2005,,,
language,,,,dgs,,Dogoso,,7/29/2009,,,
language,,,,dgt,,Ndra'ngith,,8/12/2012,,,
language,,,,dgu,,Degaru,,7/29/2009,,,
language,,,,dgw,,Daungwurrung,,8/12/2012,,,
language,,,,dgx,,Doghoro,,7/29/2009,,,
language,,,,dgz,,Daga,,7/29/2009,,,
language,,,,dha,,Dhanwar (India),,7/29/2009,2011-08-16,,
language,,,,dhd,,Dhundari,mwr,7/29/2009,,,
language,,,,dhg,,"Dhangu-Djangu, Dhangu, Djangu",,7/29/2009,,,
language,,,,dhi,,Dhimal,,7/29/2009,,,
language,,,,dhl,,Dhalandji,,7/29/2009,,,
language,,,,dhm,,Zemba,,7/29/2009,,,
language,,,,dhn,,Dhanki,,7/29/2009,,,
language,,,,dho,,Dhodia,,7/29/2009,,,
language,,,,dhr,,Dhargari,,7/29/2009,,,
language,,,,dhs,,Dhaiso,,7/29/2009,,,
language,,,,dhu,,Dhurga,,7/29/2009,,,
language,,,,dhv,,"Dehu, Drehu",,7/29/2009,,,
language,,,,dhw,,Dhanwar (Nepal),,7/29/2009,,,
language,,,,dhx,,Dhungaloo,,9/10/2013,,,
language,,,,dia,,Dia,,7/29/2009,,,
language,,,,dib,,South Central Dinka,din,7/29/2009,,,
language,,,,dic,,Lakota Dida,,7/29/2009,,,
language,,,,did,,Didinga,,7/29/2009,,,
language,,,,dif,,Dieri,,7/29/2009,,,
language,,,,dig,,"Digo, Chidigo",,7/29/2009,,,
language,,,,dih,,Kumiai,,7/29/2009,,,
language,,,,dii,,Dimbong,,7/29/2009,,,
language,,,,dij,,Dai,,7/29/2009,,,
language,,,,dik,,Southwestern Dinka,din,7/29/2009,,,
language,,,,dil,,Dilling,,7/29/2009,,,
language,,,,dim,,Dime,,7/29/2009,,,
language,macrolanguage,,,din,,Dinka,,10/16/2005,,,
language,,,,dio,,Dibo,,7/29/2009,,,
language,,,,dip,,Northeastern Dinka,din,7/29/2009,,,
language,,,,diq,,Dimli (individual language),zza,7/29/2009,,,
language,,,,dir,,Dirim,,7/29/2009,,,
language,,,,dis,,Dimasa,,7/29/2009,,,
language,,,,dit,,Dirari,,7/29/2009,,,
language,,,,diu,,Diriku,,7/29/2009,,,
language,,,,diw,,Northwestern Dinka,din,7/29/2009,,,
language,,,,dix,,Dixon Reef,,7/29/2009,,,
language,,,,diy,,Diuwe,,7/29/2009,,,
language,,,,diz,,Ding,,7/29/2009,,,
language,,,,dja,,Djadjawurrung,,8/12/2012,,,
language,,,,djb,,Djinba,,7/29/2009,,,
language,,,,djc,,Dar Daju Daju,,7/29/2009,,,
language,,,,djd,,Djamindjung,,7/29/2009,,,
language,,,,dje,,Zarma,,7/29/2009,,,
language,,,,djf,,Djangun,,7/29/2009,,,
language,,,,dji,,Djinang,,7/29/2009,,,
language,,,,djj,,Djeebbana,,7/29/2009,,,
language,,,,djk,,"Eastern Maroon Creole, Businenge Tongo, Nenge",,7/29/2009,,,
language,,,,djl,,Djiwarli,,7/29/2009,2013-09-10,,"see dze, iin"
language,,,,djm,,Jamsay Dogon,,7/29/2009,,,
language,,,,djn,,Djauan,,7/29/2009,,,
language,,,,djo,,Jangkang,,7/29/2009,,,
language,,,,djr,,Djambarrpuyngu,,7/29/2009,,,
language,,,,dju,,Kapriman,,7/29/2009,,,
language,,,,djw,,Djawi,,7/29/2009,,,
language,,,,dka,,Dakpakha,,7/29/2009,,,
language,,,,dkk,,Dakka,,7/29/2009,,,
language,,,,dkl,,Kolum So Dogon,,7/29/2009,2011-08-16,,"see aqd, dmb"
language,,,,dkr,,Kuijau,,7/29/2009,,,
language,,,,dks,,Southeastern Dinka,din,7/29/2009,,,
language,,,,dkx,,Mazagway,,7/29/2009,,,
language,,,,dlg,,Dolgan,,7/29/2009,,,
language,,,,dlk,,Dahalik,,9/10/2013,,,
language,,,,dlm,,Dalmatian,,7/29/2009,,,
language,,,,dln,,Darlong,,7/29/2009,,,
language,,,,dma,,Duma,,7/29/2009,,,
language,,,,dmb,,Mombo Dogon,,8/16/2011,,,
language,,,,dmc,,Gavak,,7/29/2009,,,
language,,,,dmd,,Madhi Madhi,,8/12/2012,,,
language,,,,dme,,Dugwor,,7/29/2009,,,
language,,,,dmg,,Upper Kinabatangan,,7/29/2009,,,
language,,,,dmk,,Domaaki,,7/29/2009,,,
language,,,,dml,,Dameli,,7/29/2009,,,
language,,,,dmm,,Dama,,7/29/2009,,,
language,collection,,,dmn,,Mande languages,,7/29/2009,,,
language,,,,dmo,,Kemedzung,,7/29/2009,,,
language,,,,dmr,,East Damar,,7/29/2009,,,
language,,,,dms,,Dampelas,,7/29/2009,,,
language,,,,dmu,,"Dubu, Tebi",,7/29/2009,,,
language,,,,dmv,,Dumpas,,7/29/2009,,,
language,,,,dmw,,Mudburra,,9/10/2013,,,
language,,,,dmx,,Dema,,7/29/2009,,,
language,,,,dmy,,"Demta, Sowari",,7/29/2009,,,
language,,,,dna,,Upper Grand Valley Dani,,7/29/2009,,,
language,,,,dnd,,Daonda,,7/29/2009,,,
language,,,,dne,,Ndendeule,,7/29/2009,,,
language,,,,dng,,Dungan,,7/29/2009,,,
language,,,,dni,,Lower Grand Valley Dani,,7/29/2009,,,
language,,,,dnj,,Dan,,9/10/2013,,,
language,,,,dnk,,Dengka,,7/29/2009,,,
language,,,,dnn,,Dzùùngoo,,7/29/2009,,,
language,,,,dnr,,Danaru,,7/29/2009,,,
language,,,,dnt,,Mid Grand Valley Dani,,7/29/2009,,,
language,,,,dnu,,Danau,,7/29/2009,,,
language,,,,dnv,,Danu,,8/12/2012,,,
language,,,,dnw,,Western Dani,,7/29/2009,,,
language,,,,dny,,Dení,,7/29/2009,,,
language,,,,doa,,Dom,,7/29/2009,,,
language,,,,dob,,Dobu,,7/29/2009,,,
language,,,,doc,,Northern Dong,,7/29/2009,,,
language,,,,doe,,Doe,,7/29/2009,,,
language,,,,dof,,Domu,,7/29/2009,,,
language,,,,doh,,Dong,,7/29/2009,,,
language,macrolanguage,,,doi,,Dogri (macrolanguage),,10/16/2005,,,
language,,,,dok,,Dondo,,7/29/2009,,,
language,,,,dol,,Doso,,7/29/2009,,,
language,,,,don,,Toura (Papua New Guinea),,7/29/2009,,,
language,,,,doo,,Dongo,,7/29/2009,,,
language,,,,dop,,Lukpa,,7/29/2009,,,
language,,,,doq,,Dominican Sign Language,,7/29/2009,,,
language,,,,dor,,Dori'o,,7/29/2009,,,
language,,,,dos,,Dogosé,,7/29/2009,,,
language,,,,dot,,Dass,,7/29/2009,,,
language,,,,dov,,Dombe,,7/29/2009,,,
language,,,,dow,,Doyayo,,7/29/2009,,,
language,,,,dox,,Bussa,,7/29/2009,,,
language,,,,doy,,Dompo,,7/29/2009,,,
language,,,,doz,,Dorze,,7/29/2009,,,
language,,,,dpp,,Papar,,7/29/2009,,,
language,collection,,,dra,,Dravidian languages,,10/16/2005,,,
language,,,,drb,,Dair,,7/29/2009,,,
language,,,,drc,,Minderico,,8/16/2011,,,
language,,,,drd,,Darmiya,,7/29/2009,,,
language,,,,dre,,Dolpo,,7/29/2009,,,
language,,,,drg,,Rungus,,7/29/2009,,,
language,,,,drh,,Darkhat,,7/29/2009,2010-03-11,khk,
language,,,,dri,,C'Lela,,7/29/2009,,,
language,,,,drl,,Paakantyi,,7/29/2009,,,
language,,,,drn,,West Damar,,7/29/2009,,,
language,,,,dro,,Daro-Matu Melanau,,7/29/2009,,,
language,,,,drq,,Dura,,7/29/2009,,,
language,,,,drr,,Dororo,,7/29/2009,,,
language,,,,drs,,Gedeo,,7/29/2009,,,
language,,,,drt,,Drents,,7/29/2009,,,
language,,,,dru,,Rukai,,7/29/2009,,,
language,,,,drw,,Darwazi,,7/29/2009,2010-03-11,prs,
language,,,,dry,,Darai,,7/29/2009,,,
language,,,,dsb,Latn,Lower Sorbian,,10/16/2005,,,
language,,,,dse,,Dutch Sign Language,,7/29/2009,,,
language,,,,dsh,,Daasanach,,7/29/2009,,,
language,,,,dsi,,Disa,,7/29/2009,,,
language,,,,dsl,,Danish Sign Language,,7/29/2009,,,
language,,,,dsn,,Dusner,,7/29/2009,,,
language,,,,dso,,Desiya,,7/29/2009,,,
language,,,,dsq,,Tadaksahak,,7/29/2009,,,
language,,,,dta,,Daur,,7/29/2009,,,
language,,,,dtb,,Labuk-Kinabatangan Kadazan,,7/29/2009,,,
language,,,,dtd,,Ditidaht,,8/16/2011,,,
language,,,,dth,,Adithinngithigh,,8/12/2012,,,
language,,,,dti,,Ana Tinga Dogon,,7/29/2009,,,
language,,,,dtk,,Tene Kan Dogon,,7/29/2009,,,
language,,,,dtm,,Tomo Kan Dogon,,7/29/2009,,,
language,,,,dtn,,Daatsʼíin,,5/30/2016,,,
language,,,,dto,,Tommo So Dogon,,8/12/2012,,,
language,,,,dtp,,"Kadazan Dusun, Central Dusun",,7/29/2009,,,
language,,,,dtr,,Lotud,,7/29/2009,,,
language,,,,dts,,Toro So Dogon,,7/29/2009,,,
language,,,,dtt,,Toro Tegu Dogon,,7/29/2009,,,
language,,,,dtu,,Tebul Ure Dogon,,7/29/2009,,,
language,,,,dty,,Dotyali,ne,8/12/2012,,,
language,,,,dua,,Duala,,10/16/2005,,,
language,,,,dub,,Dubli,,7/29/2009,,,
language,,,,duc,,Duna,,7/29/2009,,,
language,,,,dud,,Hun-Saare,,7/29/2009,,,
language,,,,due,,Umiray Dumaget Agta,,7/29/2009,,,
language,,,,duf,,"Dumbea, Drubea",,7/29/2009,,,
language,,,,dug,,"Duruma, Chiduruma",,7/29/2009,,,
language,,,,duh,,Dungra Bhil,,7/29/2009,,,
language,,,,dui,,Dumun,,7/29/2009,,,
language,,,,duj,,Dhuwal,,7/29/2009,2016-05-30,,"see dwu, dwy"
language,,,,duk,,Uyajitaya,,7/29/2009,,,
language,,,,dul,,Alabat Island Agta,,7/29/2009,,,
language,,,,dum,,Middle Dutch (ca. 1050-1350),,10/16/2005,,,
language,,,,dun,,Dusun Deyah,,7/29/2009,,,
language,,,,duo,,Dupaninan Agta,,7/29/2009,,,
language,,,,dup,,Duano,ms,7/29/2009,,,
language,,,,duq,,Dusun Malang,,7/29/2009,,,
language,,,,dur,,Dii,,7/29/2009,,,
language,,,,dus,,Dumi,,7/29/2009,,,
language,,,,duu,,Drung,,7/29/2009,,,
language,,,,duv,,Duvle,,7/29/2009,,,
language,,,,duw,,Dusun Witu,,7/29/2009,,,
language,,,,dux,,Duungooma,,7/29/2009,,,
language,,,,duy,,Dicamay Agta,,7/29/2009,,,
language,,,,duz,,Duli-Gey,,7/29/2009,,,
language,,,,dva,,Duau,,7/29/2009,,,
language,,,,dwa,,Diri,,7/29/2009,,,
language,,,,dwl,,Walo Kumbe Dogon,,7/29/2009,2012-08-12,,"see dbt, dbw"
language,,,,dwr,,Dawro,,7/29/2009,,,
language,,,,dws,,Dutton World Speedwords,,7/29/2009,,,
language,,,,dwu,,Dhuwal,,5/30/2016,,,
language,,,,dww,,Dawawa,,7/29/2009,,,
language,,,,dwy,,Dhuwaya,,5/30/2016,,,
language,,,,dya,,Dyan,,7/29/2009,,,
language,,,,dyb,,Dyaberdyaber,,7/29/2009,,,
language,,,,dyd,,Dyugun,,7/29/2009,,,
language,,,,dyg,,Villa Viciosa Agta,,7/29/2009,,,
language,,,,dyi,,Djimini Senoufo,,7/29/2009,,,
language,,,,dym,,Yanda Dom Dogon,,7/29/2009,,,
language,,,,dyn,,Dyangadi,,7/29/2009,,,
language,,,,dyo,,Jola-Fonyi,,7/29/2009,,,
language,,,,dyu,,Dyula,,10/16/2005,,,
language,,,,dyy,,Dyaabugay,,7/29/2009,,,
language,,,,dza,,Tunzu,,7/29/2009,,,
language,,,,dzd,,Daza,,7/29/2009,2015-02-12,,
language,,,,dze,,Djiwarli,,9/10/2013,,,
language,,,,dzg,,Dazaga,,7/29/2009,,,
language,,,,dzl,,Dzalakha,,7/29/2009,,,
language,,,,dzn,,Dzando,,7/29/2009,,,
language,,,,eaa,,Karenggapa,,9/10/2013,,,
language,,,,ebg,,Ebughu,,7/29/2009,,,
language,,,,ebk,,Eastern Bontok,bnc,3/11/2010,,,
language,,,,ebo,,Teke-Ebo,,7/29/2009,,,
language,,,,ebr,,Ebrié,,7/29/2009,,,
language,,,,ebu,,"Embu, Kiembu",,7/29/2009,,,
language,,,,ecr,,Eteocretan,,7/29/2009,,,
language,,,,ecs,,Ecuadorian Sign Language,,7/29/2009,,,
language,,,,ecy,,Eteocypriot,,7/29/2009,,,
language,,,,eee,,E,,7/29/2009,,,
language,,,,efa,,Efai,,7/29/2009,,,
language,,,,efe,,Efe,,7/29/2009,,,
language,,,,efi,,Efik,,10/16/2005,,,
language,,,,ega,,Ega,,7/29/2009,,,
language,,,,egl,,Emilian,,7/29/2009,,,
language,,,,ego,,Eggon,,7/29/2009,,,
language,collection,,,egx,,Egyptian languages,,7/29/2009,,,
language,,,,egy,,Egyptian (Ancient),,10/16/2005,,,
language,,,,ehu,,Ehueun,,7/29/2009,,,
language,,,,eip,,Eipomek,,7/29/2009,,,
language,,,,eit,,Eitiep,,7/29/2009,,,
language,,,,eiv,,Askopan,,7/29/2009,,,
language,,,,eja,,Ejamat,,7/29/2009,,,
language,,,,eka,,Ekajuk,,10/16/2005,,,
language,,,,ekc,,Eastern Karnic,,9/10/2013,,,
language,,,,eke,,Ekit,,7/29/2009,,,
language,,,,ekg,,Ekari,,7/29/2009,,,
language,,,,eki,,Eki,,7/29/2009,,,
language,,,,ekk,,Standard Estonian,et,7/29/2009,,,
language,,,,ekl,,"Kol (Bangladesh), Kol",,7/29/2009,,,
language,,,,ekm,,Elip,,7/29/2009,,,
language,,,,eko,,Koti,,7/29/2009,,,
language,,,,ekp,,Ekpeye,,7/29/2009,,,
language,,,,ekr,,Yace,,7/29/2009,,,
language,,,,eky,,Eastern Kayah,,7/29/2009,,,
language,,,,ele,,Elepi,,7/29/2009,,,
language,,,,elh,,El Hugeirat,,7/29/2009,,,
language,,,,eli,,Nding,,7/29/2009,,,
language,,,,elk,,Elkei,,7/29/2009,,,
language,,,,elm,,Eleme,,7/29/2009,,,
language,,,,elo,,El Molo,,7/29/2009,,,
language,,,,elp,,Elpaputih,,7/29/2009,2012-08-12,,"see amq, plh"
language,,,,elu,,Elu,,7/29/2009,,,
language,,,,elx,,Elamite,,10/16/2005,,,
language,,,,ema,,Emai-Iuleha-Ora,,7/29/2009,,,
language,,,,emb,,Embaloh,,7/29/2009,,,
language,,,,eme,,Emerillon,,7/29/2009,,,
language,,,,emg,,Eastern Meohang,,7/29/2009,,,
language,,,,emi,,Mussau-Emira,,7/29/2009,,,
language,,,,emk,,Eastern Maninkakan,man,7/29/2009,,,
language,,,,emm,,Mamulique,,7/29/2009,,,
language,,,,emn,,Eman,,7/29/2009,,,
language,,,,emo,,Emok,,7/29/2009,2014-02-28,,
language,,,,emp,,Northern Emberá,,7/29/2009,,,
language,,,,ems,,Pacific Gulf Yupik,,7/29/2009,,,
language,,,,emu,,Eastern Muria,,7/29/2009,,,
language,,,,emw,,Emplawas,,7/29/2009,,,
language,,,,emx,,Erromintxela,,3/11/2010,,,
language,,,,emy,,Epigraphic Mayan,,7/29/2009,,,
language,,,,ena,,Apali,,7/29/2009,,,
language,,,,enb,,Markweeta,kln,7/29/2009,,,
language,,,,enc,,En,,7/29/2009,,,
language,,,,end,,Ende,,7/29/2009,,,
language,,,,enf,,Forest Enets,,7/29/2009,,,
language,,,,enh,,Tundra Enets,,7/29/2009,,,
language,,,,enl,,Enlhet,,2/28/2014,,,
language,,,,enm,,Middle English (1100-1500),,10/16/2005,,,
language,,,,enn,,Engenni,,7/29/2009,,,
language,,,,eno,,Enggano,,7/29/2009,,,
language,,,,enq,,Enga,,7/29/2009,,,
language,,,,enr,,"Emumu, Emem",,7/29/2009,,,
language,,,,enu,,Enu,,7/29/2009,,,
language,,,,env,,Enwan (Edu State),,7/29/2009,,,
language,,,,enw,,Enwan (Akwa Ibom State),,7/29/2009,,,
language,,,,enx,,Enxet,,2/28/2014,,,
language,,,,eot,,Beti (Côte d'Ivoire),,7/29/2009,,,
language,,,,epi,,Epie,,7/29/2009,,,
language,,,,era,,Eravallan,,7/29/2009,,,
language,,,,erg,,Sie,,7/29/2009,,,
language,,,,erh,,Eruwa,,7/29/2009,,,
language,,,,eri,,Ogea,,7/29/2009,,,
language,,,,erk,,South Efate,,7/29/2009,,,
language,,,,ero,,Horpa,,7/29/2009,,,
language,,,,err,,Erre,,7/29/2009,,,
language,,,,ers,,Ersu,,7/29/2009,,,
language,,,,ert,,Eritai,,7/29/2009,,,
language,,,,erw,,Erokwanas,,7/29/2009,,,
language,,,,ese,,Ese Ejja,,7/29/2009,,,
language,,,,esg,,Aheri Gondi,gon,5/30/2016,,,
language,,,,esh,,Eshtehardi,,7/29/2009,,,
language,,,,esi,,North Alaskan Inupiatun,ik,7/29/2009,,,
language,,,,esk,,Northwest Alaska Inupiatun,ik,7/29/2009,,,
language,,,,esl,,Egypt Sign Language,,7/29/2009,,,
language,,,,esm,,Esuma,,7/29/2009,,,
language,,,,esn,,Salvadoran Sign Language,,7/29/2009,,,
language,,,,eso,,Estonian Sign Language,,7/29/2009,,,
language,,,,esq,,Esselen,,7/29/2009,,,
language,,,,ess,,Central Siberian Yupik,,7/29/2009,,,
language,,,,esu,,Central Yupik,,7/29/2009,,,
language,collection,,,esx,,Eskimo-Aleut languages,,7/29/2009,,,
language,,,,esy,,Eskayan,,4/6/2014,,,
language,,,,etb,,Etebi,,7/29/2009,,,
language,,,,etc,,Etchemin,,7/29/2009,,,
language,,,,eth,,Ethiopian Sign Language,,7/29/2009,,,
language,,,,etn,,Eton (Vanuatu),,7/29/2009,,,
language,,,,eto,,Eton (Cameroon),,7/29/2009,,,
language,,,,etr,,Edolo,,7/29/2009,,,
language,,,,ets,,Yekhee,,7/29/2009,,,
language,,,,ett,,Etruscan,,7/29/2009,,,
language,,,,etu,,Ejagham,,7/29/2009,,,
language,,,,etx,,Eten,,7/29/2009,,,
language,,,,etz,,Semimi,,7/29/2009,,,
language,collection,,,euq,,Basque (family),,7/29/2009,,,
language,,,,eve,,Even,,7/29/2009,,,
language,,,,evh,,Uvbie,,7/29/2009,,,
language,,,,evn,,Evenki,,7/29/2009,,,
language,,,,ewo,,Ewondo,,10/16/2005,,,
language,,,,ext,,Extremaduran,,7/29/2009,,,
language,,,,eya,,Eyak,,7/29/2009,,,
language,,,,eyo,,Keiyo,kln,7/29/2009,,,
language,,,,eza,,Ezaa,,9/10/2013,,,
language,,,,eze,,Uzekwe,,7/29/2009,,,
language,,,,faa,,Fasu,,7/29/2009,,,
language,,,,fab,,Fa d'Ambu,,7/29/2009,,,
language,,,,fad,,Wagi,,7/29/2009,,,
language,,,,faf,,Fagani,,7/29/2009,,,
language,,,,fag,,Finongan,,7/29/2009,,,
language,,,,fah,,Baissa Fali,,7/29/2009,,,
language,,,,fai,,Faiwol,,7/29/2009,,,
language,,,,faj,,Faita,,7/29/2009,,,
language,,,,fak,,Fang (Cameroon),,7/29/2009,,,
language,,,,fal,,South Fali,,7/29/2009,,,
language,,,,fam,,Fam,,7/29/2009,,,
language,,,,fan,,Fang (Equatorial Guinea),,10/16/2005,,,
language,,,,fap,,Palor,,7/29/2009,,,
language,,,,far,,Fataleka,,7/29/2009,,,
language,,,,fat,,Fanti,ak,10/16/2005,,,
language,,,,fau,,Fayu,,7/29/2009,,,
language,,,,fax,,Fala,,7/29/2009,,,
language,,,,fay,,Southwestern Fars,,7/29/2009,,,
language,,,,faz,,Northwestern Fars,,7/29/2009,,,
language,,,,fbl,,West Albay Bikol,bik,3/11/2010,,,
language,,,,fcs,,Quebec Sign Language,,7/29/2009,,,
language,,,,fer,,Feroge,,7/29/2009,,,
language,,,,ffi,,Foia Foia,,7/29/2009,,,
language,,,,ffm,,Maasina Fulfulde,ff,7/29/2009,,,
language,,,,fgr,,Fongoro,,7/29/2009,,,
language,,,,fia,,Nobiin,,7/29/2009,,,
language,,,,fie,,Fyer,,7/29/2009,,,
language,,,,fil,,"Filipino, Pilipino",,10/16/2005,,,
language,,,,fip,,Fipa,,7/29/2009,,,
language,,,,fir,,Firan,,7/29/2009,,,
language,,,,fit,,Tornedalen Finnish,,7/29/2009,,,
language,collection,,,fiu,,Finno-Ugrian languages,,10/16/2005,,,
language,,,,fiw,,Fiwaga,,7/29/2009,,,
language,,,,fkk,,Kirya-Konzəl,,8/12/2012,,,
language,,,,fkv,,Kven Finnish,,7/29/2009,,,
language,,,,fla,,Kalispel-Pend d'Oreille,,7/29/2009,,,
language,,,,flh,,Foau,,7/29/2009,,,
language,,,,fli,,Fali,,7/29/2009,,,
language,,,,fll,,North Fali,,7/29/2009,,,
language,,,,fln,,Flinders Island,,7/29/2009,,,
language,,,,flr,,Fuliiru,,7/29/2009,,,
language,,,,fly,,"Flaaitaal, Tsotsitaal",,7/29/2009,,,
language,,,,fmp,,Fe'fe',,7/29/2009,,,
language,,,,fmu,,Far Western Muria,,7/29/2009,,,
language,,,,fnb,,Fanbak,,5/30/2016,,,
language,,,,fng,,Fanagalo,,7/29/2009,,,
language,,,,fni,,Fania,,7/29/2009,,,
language,,,,fod,,Foodo,,7/29/2009,,,
language,,,,foi,,Foi,,7/29/2009,,,
language,,,,fom,,Foma,,7/29/2009,,,
language,,,,fon,,Fon,,10/16/2005,,,
language,,,,for,,Fore,,7/29/2009,,,
language,,,,fos,,Siraya,,7/29/2009,,,
language,collection,,,fox,,Formosan languages,,7/29/2009,,,
language,,,,fpe,,Fernando Po Creole English,,7/29/2009,,,
language,,,,fqs,,Fas,,7/29/2009,,,
language,,,,frc,,Cajun French,,7/29/2009,,,
language,,,,frd,,Fordata,,7/29/2009,,,
language,,,,frk,,Frankish,,7/29/2009,,,
language,,,,frm,,Middle French (ca. 1400-1600),,10/16/2005,,,
language,,,,fro,,Old French (842-ca. 1400),,10/16/2005,,,
language,,,,frp,,"Arpitan, Francoprovençal",,7/29/2009,,,
language,,,,frq,,Forak,,7/29/2009,,,
language,,,,frr,Latn,Northern Frisian,,3/8/2006,,,
language,,,,frs,Latn,Eastern Frisian,,3/8/2006,,,
language,,,,frt,,Fortsenal,,7/29/2009,,,
language,,,,fse,,Finnish Sign Language,,7/29/2009,,,
language,,,,fsl,,French Sign Language,,7/29/2009,,,
language,,,,fss,,"Finland-Swedish Sign Language, finlandssvenskt teckenspråk, suomenruotsalainen viittomakieli",,7/29/2009,,,
language,,,,fub,,Adamawa Fulfulde,ff,7/29/2009,,,
language,,,,fuc,,Pulaar,ff,7/29/2009,,,
language,,,,fud,,East Futuna,,7/29/2009,,,
language,,,,fue,,Borgu Fulfulde,ff,7/29/2009,,,
language,,,,fuf,,Pular,ff,7/29/2009,,,
language,,,,fuh,,Western Niger Fulfulde,ff,7/29/2009,,,
language,,,,fui,,Bagirmi Fulfulde,ff,7/29/2009,,,
language,,,,fuj,,Ko,,7/29/2009,,,
language,,,,fum,,Fum,,7/29/2009,,,
language,,,,fun,,Fulniô,,7/29/2009,,,
language,,,,fuq,,Central-Eastern Niger Fulfulde,ff,7/29/2009,,,
language,,,,fur,,Friulian,,10/16/2005,,,
language,,,,fut,,Futuna-Aniwa,,7/29/2009,,,
language,,,,fuu,,Furu,,7/29/2009,,,
language,,,,fuv,,Nigerian Fulfulde,ff,7/29/2009,,,
language,,,,fuy,,Fuyug,,7/29/2009,,,
language,,,,fvr,,Fur,,7/29/2009,,,
language,,,,fwa,,Fwâi,,7/29/2009,,,
language,,,,fwe,,Fwe,,7/29/2009,,,
language,,,,gaa,,Ga,,10/16/2005,,,
language,,,,gab,,Gabri,,7/29/2009,,,
language,,,,gac,,Mixed Great Andamanese,,3/11/2010,,,
language,,,,gad,,Gaddang,,7/29/2009,,,
language,,,,gae,,Guarequena,,7/29/2009,,,
language,,,,gaf,,Gende,,7/29/2009,,,
language,,,,gag,,Gagauz,,7/29/2009,,,
language,,,,gah,,Alekano,,7/29/2009,,,
language,,,,gai,,Borei,,7/29/2009,,,
language,,,,gaj,,Gadsup,,7/29/2009,,,
language,,,,gak,,Gamkonora,,7/29/2009,,,
language,,,,gal,,Galolen,,7/29/2009,,,
language,,,,gam,,Kandawo,,7/29/2009,,,
language,,,,gan,,Gan Chinese,zh,7/29/2009,,,
language,,,,gao,,Gants,,7/29/2009,,,
language,,,,gap,,Gal,,7/29/2009,,,
language,,,,gaq,,Gata',,7/29/2009,,,
language,,,,gar,,Galeya,,7/29/2009,,,
language,,,,gas,,Adiwasi Garasia,,7/29/2009,,,
language,,,,gat,,Kenati,,7/29/2009,,,
language,,,,gau,,Mudhili Gadaba,,7/29/2009,,,
language,,,,gav,,Gabutamon,,7/29/2009,2010-03-11,dev,
language,,,,gaw,,Nobonob,,7/29/2009,,,
language,,,,gax,,Borana-Arsi-Guji Oromo,om,7/29/2009,,,
language,,,,gay,,Gayo,,10/16/2005,,,
language,,,,gaz,,West Central Oromo,om,7/29/2009,,,
language,macrolanguage,,,gba,,Gbaya (Central African Republic),,10/16/2005,,,
language,,,,gbb,,Kaytetye,,7/29/2009,,,
language,,,,gbc,,Garawa,,7/29/2009,2012-08-12,,"see wny, wrk"
language,,,,gbd,,Karadjeri,,7/29/2009,,,
language,,,,gbe,,Niksek,,7/29/2009,,,
language,,,,gbf,,Gaikundi,,7/29/2009,,,
