a	b	c	d		e	f	g
/wiki/List_of_municipalities_in_Kahramanmara%C5%9F_Province	Nurhak	1975	Kullartatlar	102082	/wiki/Kahramanmara%C5%9F_Province	Kahramanmaraş Province	TR632
/wiki/List_of_municipalities_in_Kahramanmara%C5%9F_Province	Nurhak	1975	Yeşilkent	102083	/wiki/Kahramanmara%C5%9F_Province	Kahramanmaraş Province	TR632
/wiki/List_of_municipalities_in_%C3%87orum_Province	Oğuzlar	1976	Oğuzlar	102084	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_Erzincan_Province	Otlukbeli	1977	Otlukbeli	102085	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Kayseri_Province	Özvatan	1978	Küpeli	102086	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Özvatan	1978	Özvatan	102087	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Pazarlar	1979	Pazarlar	102088	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Pazarlar	1979	Sofular	102089	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Pazarlar	1979	Yakuplar	102090	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_Tekirda%C4%9F_Province	Saray	1980	Beyazköy	102091	/wiki/Tekirda%C4%9F_Province	Tekirdağ Province	TR211
/wiki/List_of_municipalities_in_Tekirda%C4%9F_Province	Saray	1980	Büyükyoncalı	102092	/wiki/Tekirda%C4%9F_Province	Tekirdağ Province	TR211
/wiki/List_of_municipalities_in_Tekirda%C4%9F_Province	Saray	1980	Saray	102093	/wiki/Tekirda%C4%9F_Province	Tekirdağ Province	TR211
/wiki/List_of_municipalities_in_Van_Province	Saray	1980	Saray	102094	/wiki/Van_Province	Van Province	TRB21
/wiki/List_of_municipalities_in_Sinop_Province	Saraydüzü	1981	Saraydüzü	102095	/wiki/Sinop_Province	Sinop Province	TR823
/wiki/List_of_municipalities_in_Yozgat_Province	Saraykent	1982	Çiçekli	102096	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Saraykent	1982	Dedefakılı	102097	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Saraykent	1982	Ozan	102098	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Saraykent	1982	Saraykent	102099	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Kastamonu_Province	Seydiler	1984	Seydiler	102100	/wiki/Kastamonu_Province	Kastamonu Province	TR821
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Sincik	1985	İnlice	102101	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Sincik	1985	Sincik	102102	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Sakarya_Province	Söğütlü	1986	Söğütlü	102103	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Tokat_Province	Sulusaray	1987	Dutluca	102104	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Sulusaray	1987	Sulusaray	102105	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Sivas_Province	Ulaş	1991	Baharözü	102106	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Ulaş	1991	Ulaş	102107	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Ulaş	1991	Yenikarahisar	102108	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Yahşihan	1992	Irmak	102109	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Yahşihan	1992	Kılıçlar	102110	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Yahşihan	1992	Yahşihan	102111	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_Samsun_Province	Yakakent	1993	Yakakent	102112	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Malatya_Province	Yazıhan	1995	Durucasu	102113	/wiki/Malatya_Province	Malatya Province	TRB11
/wiki/List_of_municipalities_in_Malatya_Province	Yazıhan	1995	Fethiye	102114	/wiki/Malatya_Province	Malatya Province	TRB11
/wiki/List_of_municipalities_in_Malatya_Province	Yazıhan	1995	Yazıhan	102115	/wiki/Malatya_Province	Malatya Province	TRB11
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Yedisu	1996	Yedisu	102116	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_Bolu_Province	Yeniçağa	1997	Yeniçağa	102117	/wiki/Bolu_Province	Bolu Province	TR424
/wiki/List_of_municipalities_in_Yozgat_Province	Yenifakılı	1998	Bektaşlı	102118	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Yenifakılı	1998	Yenifakılı	102119	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Didim	2000	Akbük	102120	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Didim	2000	Akyeniköy	102121	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Didim	2000	Didim	102122	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Isparta_Province	Yenişarbademli	2001	Yenişarbademli	102123	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Mardin_Province	Yeşilli	2002	Yeşilli	102124	/wiki/Mardin_Province	Mardin Province	TRC31
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Avcılar	2003	Avcılar	102125	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Bağcılar	2004	Bağcılar	102126	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Bahçelievler	2005	Bahçelievler	102127	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Balçova	2006	Balçova	102128	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Çiğli	2007	Çiğli	102129	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Çiğli	2007	Sasallı	102130	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Ardahan_Province	Damal	2008	Damal	102131	/wiki/Ardahan_Province	Ardahan Province	TRA24
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Gaziemir	2009	Gaziemir	102132	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Gaziemir	2009	Sarnıç	102133	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Güngören	2010	Güngören	102134	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_I%C4%9Fd%C4%B1r_Province	Karakoyunlu	2011	Karakoyunlu	102135	/wiki/I%C4%9Fd%C4%B1r_Province	Iğdır Province	TRA23
/wiki/List_of_municipalities_in_I%C4%9Fd%C4%B1r_Province	Karakoyunlu	2011	Taşburun	102136	/wiki/I%C4%9Fd%C4%B1r_Province	Iğdır Province	TRA23
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Maltepe	2012	Maltepe	102137	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Narlıdere	2013	Narlıdere	102138	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Sultanbeyli	2014	Sultanbeyli	102139	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Tuzla	2015	Akfırat	102140	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Tuzla	2015	Orhanlı	102141	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Tuzla	2015	Tuzla	102142	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Esenler	2016	Esenler	102143	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_D%C3%BCzce_Province	Gümüşova	2017	Gümüşova	102144	/wiki/D%C3%BCzce_Province	Düzce Province	TR423
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Güzelbahçe	2018	Güzelbahçe	102145	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Güzelbahçe	2018	Yelki	102146	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Yalova_Province	Altınova	2019	Altınova	102147	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Altınova	2019	Kaytazdere	102148	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Altınova	2019	Subaşı	102149	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Altınova	2019	Tavşanlı	102150	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Armutlu	2020	Armutlu	102151	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Çınarcık	2021	Çınarcık	102152	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Çınarcık	2021	Esenköy	102153	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Çınarcık	2021	Kocadere	102154	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Çınarcık	2021	Koru	102155	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Çınarcık	2021	Teşvikiye	102156	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Çiftlikköy	2022	Çiftlikköy	102157	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Yalova_Province	Çiftlikköy	2022	Taşköprü	102158	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Kilis_Province	Elbeyli	2023	Elbeyli	102159	/wiki/Kilis_Province	Kilis Province	TRC13
/wiki/List_of_municipalities_in_Kilis_Province	Musabeyli	2024	Musabeyli	102160	/wiki/Kilis_Province	Kilis Province	TRC13
/wiki/List_of_municipalities_in_Kilis_Province	Polateli	2025	Polateli	102161	/wiki/Kilis_Province	Kilis Province	TRC13
/wiki/List_of_municipalities_in_Yalova_Province	Termal	2026	Termal	102162	/wiki/Yalova_Province	Yalova Province	TR425
/wiki/List_of_municipalities_in_Osmaniye_Province	Hasanbeyli	2027	Hasanbeyli	102163	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Sumbas	2028	Alibeyli	102164	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Sumbas	2028	Mehmetli	102165	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Sumbas	2028	Sumbas	102166	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Toprakkale	2029	Toprakkale	102167	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Toprakkale	2029	Tüysüz	102168	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Kocaeli_Province	Derince	2030	Derince	102169	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_D%C3%BCzce_Province	Kaynaşlı	2031	Kaynaşlı	102170	/wiki/D%C3%BCzce_Province	Düzce Province	TR423
/wiki/List_of_municipalities_in_Isparta_Province	Aksu	2035	Aksu	102171	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Aksu	2035	Yakaafşar	102172	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Antalya_Province	Konyaaltı	2038	Konyaaltı	102173	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Muratpaşa	2039	Muratpaşa	102174	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Bağlar	2040	Bağlar	102175	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_Erzurum_Province	Palandöken	2044	Palandöken	102176	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	Yakutiye	2045	Yakutiye	102177	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Acısu	102178	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Akmeşe	102179	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Alikahya	102180	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Arslanbey	102181	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Bahçecik	102182	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Büyükderbent	102183	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Eşme	102184	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Karşıyaka	102185	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Köseköy	102186	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Kullar	102187	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Kuruçeşme	102188	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Maşukiye	102189	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Sarımeşe	102190	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Suadiye	102191	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Uzunçiftlik	102192	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Uzuntarla	102193	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Yeniköy	102194	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	İzmit	2062	Yuvacık	102195	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Sakarya_Province	Adapazarı	2068	Adapazarı Büyükşehir	102196	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Sakarya_Province	Adapazarı	2068	Çaybaşı	102197	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Sakarya_Province	Arifiye	2069	Arifiye	102198	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Sakarya_Province	Erenler	2070	Erenler	102199	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Sakarya_Province	Serdivan	2071	Serdivan	102200	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Samsun_Province	Atakum	2072	Atakum	102201	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Canik	2073	Canik	102202	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	İlkadım	2074	İlkadım	102203	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Adıyaman	9901	Adıyaman	102204	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Adıyaman	9901	Atakent	102205	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Adıyaman	9901	Hasancık	102206	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Adıyaman	9901	Kömür	102207	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Adıyaman	9901	Yaylakonak	102208	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Afyonkarahisar	102209	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Anıtkaya	102210	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Beyyazı	102211	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Büyükkalecik	102212	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Çayırbağ	102213	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Çıkrık	102214	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Değirmenayvalı	102215	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Erkmen	102216	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Fethibey	102217	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Gebeceler	102218	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Işıklar	102219	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Nuribey	102220	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Salar	102221	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Susuz	102222	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Sülümenli	102223	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Afyonkarahisar	9902	Sülün	102224	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_A%C4%9Fr%C4%B1_Province	Ağrı	9903	Ağrı	102225	/wiki/A%C4%9Fr%C4%B1_Province	Ağrı Province	TRA21
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Acıpınar	102226	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Akçakent	102227	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Altınkaya	102228	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Aratol	102229	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Armutlu	102230	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Bağlıkaya	102231	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Doğantarla	102232	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Hamidiye	102233	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	İncesu	102234	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Karkın	102235	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Kutlu	102236	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Sağlık	102237	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Sarayhan	102238	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Sevinçli	102239	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Sultanhanı	102240	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Topakkaya	102241	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Ulukışla	102242	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Yenikent	102243	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Yeşilova	102244	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Yeşiltepe	102245	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Aksaray_Province	Aksaray	9904	Yuva	102246	/wiki/Aksaray_Province	Aksaray Province	TR712
/wiki/List_of_municipalities_in_Amasya_Province	Amasya	9905	Aydınca	102247	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Amasya	9905	Doğantepe	102248	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Amasya	9905	Ezinepazar	102249	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Amasya	9905	Uygur	102250	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Amasya	9905	Yassıçal	102251	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Amasya	9905	Yeşilyenice	102252	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Amasya	9905	Ziyaret	102253	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Ankara_Province	Ankara	9906	Ankara Büyükşehir	102254	/wiki/Ankara_Province	Ankara Province	TR510
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Avsuyu	102255	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Çekmece	102256	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Dursunlu	102257	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Ekinci	102258	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Gümüşgöze	102259	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Güzelburç	102260	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Karaali	102261	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Karlısu	102262	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Kuzeytepe	102263	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Küçükdalyan	102264	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Maşuklu	102265	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Narlıca	102266	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Odabaşı	102267	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Ovakent	102268	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Serinyol	102269	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Subaşı	102270	/wiki/Hatay_Province	Hatay Province	TR631
